Nodo_ID,Lat_Nodo,Lng_Nodo,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03
34.04_-118.27,34.04,-118.27,8,28,15,24,33,29,17,16,23,32,28,29,27,31,25,38,14,12,9,26,32,22,28,28,15,22,27,36,28,27,21,13,22,14,23,15,28,22,42,14,26,10,46,43,22,35,49,39,35,34,23,29,11,13,44,60,89,58,56,54,34,31,30,34,44,20,41,27,47,28,38,59,41,48,36,36,34,37,28,15,30,43,50,32,13
34.04_-118.28,34.04,-118.28,4,9,11,19,19,27,17,13,21,20,20,19,11,19,11,15,9,12,14,16,10,6,8,9,15,18,10,11,19,12,16,9,20,6,14,13,16,23,29,7,5,18,36,36,36,39,37,39,34,21,24,21,11,7,19,16,35,19,32,25,19,28,23,16,16,13,18,14,33,20,17,31,24,27,27,20,16,26,18,11,7,13,22,7,11
34.04_-118.29,34.04,-118.29,3,9,16,11,14,18,11,12,10,6,7,4,14,14,2,9,7,5,2,12,10,2,3,3,15,9,5,13,6,7,8,8,6,6,15,4,8,12,2,10,7,9,22,14,11,24,12,18,13,10,15,16,7,6,11,21,20,26,17,19,15,18,11,19,19,17,19,17,21,9,17,25,49,32,39,35,15,19,22,11,20,35,23,11,5
34.04_-118.3,34.04,-118.3,5,10,7,8,6,3,17,7,6,4,7,7,7,11,5,3,9,6,5,6,13,1,8,8,7,8,7,6,9,11,4,4,3,6,8,3,10,3,5,4,4,7,14,14,9,13,16,9,7,5,5,11,3,6,11,18,20,13,18,63,10,18,12,34,17,19,18,22,49,30,23,45,50,30,25,26,18,12,18,9,9,12,23,7,8
34.04_-118.31,34.04,-118.31,0,5,9,16,7,13,11,4,13,3,2,5,10,9,13,8,11,9,4,8,5,9,7,6,7,6,5,17,8,18,9,11,3,6,7,1,4,3,9,11,5,9,12,17,11,8,15,12,16,8,8,19,3,4,7,15,20,5,17,9,13,23,11,18,10,21,32,8,23,33,21,51,20,40,15,12,17,14,10,6,10,15,21,12,8
34.04_-118.32,34.04,-118.32,3,18,8,17,8,10,8,17,10,10,15,11,11,9,9,7,7,4,5,7,5,6,10,14,8,11,8,15,7,16,5,12,6,7,7,4,6,5,7,7,5,8,15,17,7,21,16,26,13,13,7,16,6,1,8,10,8,9,18,36,26,17,19,26,14,33,33,15,41,20,70,31,35,67,45,25,17,20,26,12,9,21,20,12,7
34.04_-118.33,34.04,-118.33,2,4,5,2,5,1,4,1,3,0,7,3,3,1,0,5,3,2,2,6,8,0,4,6,2,8,3,6,6,2,1,4,0,4,6,7,10,9,11,14,6,13,25,28,10,24,14,19,14,11,6,6,7,5,7,19,24,13,13,18,6,17,9,8,10,9,11,12,16,6,14,15,18,21,23,19,15,16,12,3,3,4,9,1,5
34.04_-118.34,34.04,-118.34,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,2,1,0,0,2,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,3,0,0,0,1,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0
34.04_-118.35,34.04,-118.35,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,0,0,0,1,0,0,0,0,0,2,0,4,0,7,0,2,23,19,7,8,10,27,1,14,2,8,0,11,5,0,8,0,0,0,0,1,6,0,0
34.04_-118.36,34.04,-118.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,2,1,3,0,0
34.04_-118.37,34.04,-118.37,1,10,3,7,2,8,6,3,3,1,2,2,3,5,3,4,3,2,0,3,5,1,9,4,1,4,3,2,4,5,1,0,2,3,4,4,10,12,3,5,2,8,14,8,1,19,8,10,12,3,6,10,2,1,7,7,10,21,11,16,7,1,6,10,6,7,5,30,5,13,7,3,7,3,20,10,5,1,8,2,6,6,6,1,5
34.04_-118.38,34.04,-118.38,5,25,4,9,6,10,13,8,9,15,16,9,13,11,11,7,14,5,4,8,13,9,12,5,6,11,7,7,16,13,9,8,15,6,4,1,5,13,4,10,3,8,27,38,6,11,23,27,10,7,10,20,1,4,17,6,26,7,11,22,7,4,45,19,9,7,11,12,10,7,14,10,8,6,11,10,6,15,6,7,7,15,18,7,8
34.04_-118.39,34.04,-118.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,3,0,0,2,0,2,2,0,1,1,0,0,0,0,2,0,0,2,0,0,0,0
34.04_-118.43,34.04,-118.43,0,0,2,0,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.04_-118.44,34.04,-118.44,4,16,20,23,15,24,22,18,26,21,10,13,9,15,19,15,12,10,14,19,18,12,14,16,20,18,9,14,18,9,16,14,14,6,10,10,10,6,15,3,10,15,29,38,18,40,35,18,21,3,19,26,5,2,5,10,19,19,11,19,10,7,7,22,8,10,7,14,20,11,22,22,24,19,11,12,14,17,12,3,8,15,13,13,5
34.04_-118.45,34.04,-118.45,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,1,0,4,5,0,2,0,2,1,2,2,0,1,0,0,0,0,0,0,0,0
34.04_-118.46,34.04,-118.46,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0
34.05_-118.17,34.05,-118.17,0,0,1,3,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,2,0,0,0,2,1,0,0,1,1,1,1,0,2,1,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,6,0,0,0,0,1,0,3,0,7,0,0,0,2,5,3,1,2,1,4,3,5,3,1,0,1,2,4,1
34.05_-118.18,34.05,-118.18,0,3,1,2,5,2,2,2,2,0,0,0,0,3,0,2,1,2,1,1,2,0,1,0,1,0,1,1,0,0,1,1,1,2,1,1,1,1,1,0,1,2,4,2,1,0,1,1,0,2,1,0,0,0,2,1,2,3,2,1,3,3,4,0,5,4,0,11,3,8,7,0,6,9,3,0,7,11,7,2,3,1,10,6,2
34.05_-118.19,34.05,-118.19,0,1,2,3,1,0,4,1,3,1,1,0,1,1,5,1,4,0,1,1,0,1,1,0,1,2,1,3,2,0,5,1,3,1,3,0,2,1,0,0,1,1,1,5,1,5,2,2,2,2,5,1,0,1,2,4,9,0,8,8,4,2,1,0,5,2,2,5,5,4,6,5,2,11,8,2,4,6,9,1,4,5,3,1,4
34.05_-118.2,34.05,-118.2,4,5,6,7,11,7,11,7,9,5,9,7,2,3,7,5,3,2,6,8,8,1,3,1,5,9,5,8,6,5,9,4,4,2,2,10,6,4,2,4,2,6,10,7,12,15,15,7,16,12,9,5,1,1,0,0,8,12,4,11,5,2,4,7,17,8,9,9,3,11,5,18,1,10,20,7,9,9,4,0,4,8,6,6,5
34.05_-118.21,34.05,-118.21,9,20,11,21,21,20,21,13,13,13,16,10,10,16,12,9,7,14,10,7,10,11,9,5,8,9,19,13,13,12,11,11,4,11,6,21,15,19,9,12,9,8,29,33,18,26,27,24,38,27,26,16,6,4,16,21,42,48,28,34,33,14,18,23,29,23,14,23,48,35,33,62,27,55,43,27,32,28,30,17,34,34,27,38,30
34.05_-118.22,34.05,-118.22,3,5,9,13,5,13,2,11,8,7,7,11,9,7,5,11,6,5,10,7,5,5,7,1,11,5,7,6,4,9,6,4,8,7,11,3,9,4,9,3,4,3,3,10,8,11,13,11,12,7,6,6,3,3,6,7,21,11,8,19,11,13,8,10,13,13,13,12,10,16,12,10,15,22,12,11,6,18,8,8,14,9,6,7,16
34.05_-118.23,34.05,-118.23,5,14,13,9,7,7,5,7,8,7,6,11,8,4,6,1,4,5,3,4,4,7,4,6,17,4,13,10,4,6,5,10,7,6,15,5,5,6,9,8,13,7,19,27,14,37,21,24,27,24,7,9,4,4,18,21,55,34,46,18,15,25,20,25,15,14,17,28,20,17,18,24,15,24,31,19,22,24,17,19,31,27,18,25,25
34.05_-118.24,34.05,-118.24,4,6,8,13,11,6,8,6,7,10,18,8,17,7,7,4,4,5,6,7,2,10,2,4,10,9,7,4,4,7,6,4,3,5,8,5,6,11,8,5,12,9,17,21,3,19,15,21,16,12,4,9,4,3,4,10,24,16,19,8,13,8,7,12,15,12,8,12,8,10,4,4,9,15,4,10,16,8,15,7,12,9,9,15,10
34.05_-118.25,34.05,-118.25,0,2,3,0,2,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,4,0,1,1,0,4,0,0,1,0,0,0,0,2,2,0,6,1,0,2,1,0,0,3,2,4,6,1,3,0,4,3,3,1,3,6,4,0,4,0,0,0,0
34.05_-118.26,34.05,-118.26,7,7,9,19,11,15,11,18,22,10,19,15,21,12,6,18,13,15,12,16,13,12,14,11,13,20,14,14,14,22,16,12,8,9,12,9,13,7,6,12,13,3,25,27,23,22,30,52,18,17,29,19,8,4,19,11,37,36,42,38,6,16,17,13,23,19,27,15,16,9,29,18,12,53,22,18,15,24,10,9,13,32,23,13,12
34.05_-118.27,34.05,-118.27,3,22,5,16,18,15,7,17,11,14,12,10,9,11,14,13,8,9,8,10,19,6,7,11,9,13,12,9,7,10,10,12,10,1,6,4,6,8,5,5,12,3,12,24,15,22,15,17,19,13,12,18,1,2,31,19,28,32,23,20,16,10,9,20,18,5,20,13,13,11,14,19,19,19,15,9,7,17,9,6,11,22,17,5,7
34.05_-118.28,34.05,-118.28,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,2,0,8,0,1,0,1,13,1,0,0,0,0,1,0,0,2,0,1,2,0
34.05_-118.29,34.05,-118.29,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,4,0,0,0,23,0,1,2,0,0,0,1,2,0,0,0,0
34.05_-118.3,34.05,-118.3,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,2,0,2,0,4,0,0,0,0,0,0
34.05_-118.31,34.05,-118.31,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,3,5,1,5,1,1,2,0,10,0,4,1,0,0,2,0,0,2,0,0,0,0
34.05_-118.32,34.05,-118.32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,5,2,2,8,4,0,18,6,2,27,13,15,10,2,5,3,1,0,0,2,0,0,1,0,0,0
34.05_-118.43,34.05,-118.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,9,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.05_-118.44,34.05,-118.44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,1,1,0,0,9,4,2,6,20,34,16,1,0,2,21,1,3,1,0,1,1,1,0,0,1,2,0
34.05_-118.45,34.05,-118.45,4,14,16,23,12,19,13,13,21,13,17,12,11,8,16,8,18,7,17,19,21,17,21,15,19,17,15,17,24,5,23,16,16,11,21,7,19,10,11,11,6,14,22,46,17,35,42,43,17,7,23,8,8,4,7,21,33,29,14,30,8,17,16,35,22,17,34,43,28,42,32,31,38,39,57,43,15,20,36,14,25,34,19,24,14
34.05_-118.46,34.05,-118.46,1,0,1,2,0,1,1,1,0,6,2,1,0,2,1,2,0,1,4,0,0,1,0,1,2,0,1,0,1,0,0,0,1,1,0,0,0,0,4,0,0,0,2,3,0,0,3,0,3,0,2,0,0,0,0,0,3,1,4,0,4,0,11,7,9,0,2,8,5,10,2,2,3,2,9,0,4,1,0,0,1,6,6,0,1
34.06_-118.17,34.06,-118.17,0,8,6,7,5,6,5,9,10,2,6,6,3,8,8,6,2,7,4,5,4,1,6,4,2,4,6,7,6,5,7,9,2,2,5,4,3,5,1,0,1,3,12,12,6,19,10,9,6,3,5,8,3,3,2,6,5,6,6,12,3,4,3,8,3,4,3,11,5,3,3,5,8,4,10,11,6,11,6,5,13,13,12,7,2
34.06_-118.18,34.06,-118.18,1,9,5,8,11,17,8,6,6,7,4,6,6,13,8,6,1,8,6,7,7,3,8,5,1,6,6,5,11,8,3,14,8,2,5,5,5,10,2,5,4,4,15,32,24,22,17,23,20,8,5,15,1,2,7,12,38,32,22,20,9,6,7,19,9,14,17,32,20,11,9,14,18,18,27,15,24,22,16,20,14,8,17,10,10
34.06_-118.19,34.06,-118.19,0,1,4,1,1,2,1,1,2,0,3,1,0,2,1,2,2,3,0,1,1,1,3,1,1,0,2,1,2,2,2,2,0,0,1,0,0,0,0,2,1,1,4,2,0,2,1,2,1,2,6,7,0,2,2,3,8,10,7,2,5,2,5,11,1,5,4,11,11,12,8,1,10,4,8,9,3,15,8,4,6,10,10,8,3
34.06_-118.2,34.06,-118.2,1,1,2,1,2,5,2,0,1,0,3,1,0,2,1,2,2,0,0,4,5,0,5,1,4,7,2,1,3,1,2,1,3,7,0,1,1,5,5,1,2,2,3,4,4,10,7,10,9,4,16,6,1,4,1,3,15,16,7,9,6,16,23,7,12,7,7,21,5,9,2,27,14,12,19,6,3,18,3,2,7,2,3,5,5
34.06_-118.21,34.06,-118.21,5,12,8,19,12,12,10,23,19,14,8,10,11,12,8,5,6,17,11,9,11,5,10,11,12,16,11,10,9,5,10,8,10,3,14,11,9,10,16,6,8,7,8,16,17,21,12,20,16,14,13,10,1,2,12,21,26,20,4,12,11,12,11,13,13,9,16,19,19,13,19,24,21,25,17,21,19,21,16,11,35,17,26,16,22
34.06_-118.22,34.06,-118.22,3,5,4,13,6,11,12,8,12,7,6,6,9,7,6,7,5,2,7,6,2,4,7,5,7,2,2,10,10,4,5,2,7,1,6,5,6,7,9,5,7,13,8,16,11,19,10,12,9,5,5,8,0,1,1,3,8,10,17,5,4,6,7,9,17,8,21,11,13,25,4,14,6,16,5,8,7,16,8,3,7,10,16,9,4
34.06_-118.23,34.06,-118.23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,1,0,2,2,5,0,0,0,0,0,0
34.06_-118.24,34.06,-118.24,2,6,10,8,8,12,3,7,16,5,10,7,7,2,6,5,5,3,4,8,7,8,9,7,8,6,9,4,8,3,10,9,3,4,3,4,3,9,6,11,3,12,14,14,7,27,16,19,13,13,10,14,2,4,9,15,38,24,24,19,6,4,8,10,9,5,6,14,4,12,12,12,12,28,19,8,20,15,11,12,16,13,13,6,5
34.06_-118.25,34.06,-118.25,7,24,35,35,27,42,34,29,31,34,39,23,29,31,20,25,32,19,21,22,37,24,26,28,38,42,44,37,38,16,28,28,26,21,44,33,23,27,26,29,23,34,50,48,38,47,44,33,51,26,43,35,21,11,41,42,81,82,68,56,24,28,28,28,51,40,37,35,40,32,32,46,41,64,51,31,32,30,32,23,30,35,38,33,12
34.06_-118.26,34.06,-118.26,4,7,4,7,7,9,4,12,10,4,13,12,9,9,3,6,10,8,5,6,8,10,5,3,9,11,4,6,7,6,7,3,7,2,6,2,4,3,3,8,3,8,23,24,11,12,27,14,15,7,8,22,4,7,6,8,26,27,10,18,5,9,4,6,13,11,14,1,9,8,18,7,10,8,10,3,9,3,4,4,0,3,4,11,6
34.06_-118.27,34.06,-118.27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,5,1,0,0,0,0,1,0,2,0,0,0,0,0,1,0
34.06_-118.28,34.06,-118.28,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,15,0,2,1,0,0,0,0,0,0,0,0,0,0,0,5,1,4,0
34.06_-118.29,34.06,-118.29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,2,0,0,0
34.06_-118.31,34.06,-118.31,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0
34.06_-118.35,34.06,-118.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,0,0,0,0,0,5,0,0,0,1,0,0,2,0,0,0,0,0
34.06_-118.44,34.06,-118.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,4,0,2,0,0,1,0,0,0,1,5,1,0,0,0,1,0,0,0,0,0,0
34.06_-118.45,34.06,-118.45,5,13,29,23,12,22,25,14,21,15,11,18,19,14,16,17,9,7,7,16,13,15,11,9,15,16,15,13,16,6,11,10,19,6,14,7,11,11,14,11,9,15,14,44,18,30,34,30,21,7,23,18,5,4,3,5,20,23,11,18,9,16,16,12,12,19,20,23,8,36,23,12,12,16,4,24,14,12,10,8,15,14,19,7,5
34.06_-118.46,34.06,-118.46,0,0,2,0,2,1,5,2,5,6,2,1,4,4,6,6,3,0,3,1,2,2,2,5,3,5,1,4,6,0,1,4,4,6,1,2,2,4,2,3,2,2,1,0,1,0,0,1,1,4,0,1,0,0,0,7,6,13,6,3,1,3,3,7,1,1,3,6,8,5,8,7,11,9,3,7,7,9,7,6,13,12,4,1,8
34.07_-118.16,34.07,-118.16,0,0,1,1,2,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,2,0,1,2,1,0,0,0,0,0,1,1,0,0,1,2,0,0,2,0,4,0,1,0,0,0,1,0,1,1,3,4,2,1,0,1,1,2,1,1,0,0,1,0,0,0,3,0,1,0,0,3,4,0,2,1,0
34.07_-118.21,34.07,-118.21,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9,3,0,0,3,6,1,0,0,0,2,0,0,0,0,0,2,0,0
34.07_-118.22,34.07,-118.22,6,15,14,12,16,18,8,17,11,10,2,7,14,16,12,9,9,6,7,10,8,10,15,9,13,14,6,15,19,9,12,8,7,9,7,10,6,8,10,6,9,7,27,30,8,25,33,31,20,18,5,22,3,4,18,14,28,28,18,28,6,5,9,13,12,9,15,17,10,19,8,13,17,8,16,8,17,15,14,12,11,14,15,7,11
34.07_-118.23,34.07,-118.23,0,1,8,2,0,3,1,3,1,0,2,1,1,2,2,1,5,3,4,1,2,0,1,0,5,1,3,1,6,1,7,10,1,5,4,2,0,0,3,0,5,3,2,4,3,6,3,2,4,6,0,7,1,1,2,2,7,7,6,4,4,3,5,3,4,7,7,3,2,4,4,6,3,10,9,9,8,10,5,3,2,7,5,6,7
34.07_-118.24,34.07,-118.24,4,11,6,7,14,17,12,12,8,8,9,9,11,6,5,5,11,11,6,2,10,6,5,5,10,11,6,10,9,11,7,8,8,3,11,6,5,5,8,8,10,5,15,19,13,26,26,14,16,12,7,11,3,5,9,12,24,21,19,21,13,12,9,14,13,15,18,9,13,19,18,10,19,19,17,13,21,13,10,4,9,15,21,10,9
34.07_-118.25,34.07,-118.25,0,2,3,0,1,0,1,4,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,2,3,1,1,1,0,1,0,0,1,2,0,0,4,1,2,2,1,2,3,3,2,0,1,0,0,0,4,2,5,2,10,4,1,4,1,2,1,6,2,3,3,4,3,1,1,6,8,1,4,1,3,1,3,8,4,1,0
34.07_-118.26,34.07,-118.26,4,13,11,12,15,24,12,21,21,17,5,9,12,8,9,14,17,10,6,8,6,7,4,12,12,3,9,12,12,5,11,10,6,4,6,11,10,9,12,5,7,11,22,31,10,11,22,20,18,5,13,12,4,9,15,27,21,19,23,7,10,17,6,10,22,8,8,12,15,9,8,12,12,11,11,15,13,11,8,7,9,14,18,10,5
34.07_-118.27,34.07,-118.27,1,3,10,19,10,6,13,12,17,9,4,12,9,11,5,3,6,6,8,8,4,6,9,3,13,3,5,15,11,7,6,5,5,4,6,3,2,10,5,4,12,13,13,33,19,18,16,6,15,5,11,14,6,5,4,11,14,17,23,18,6,8,3,13,20,12,13,14,3,10,3,8,4,7,25,10,11,10,2,7,4,8,10,5,6
34.07_-118.28,34.07,-118.28,0,1,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,3,0,3,0,0,0,1,0,2,0
34.07_-118.29,34.07,-118.29,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,5,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1
34.07_-118.34,34.07,-118.34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
34.07_-118.35,34.07,-118.35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,0,0,0,0,0,0,0,0,0,0
34.07_-118.36,34.07,-118.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,1,0
34.07_-118.46,34.07,-118.46,1,2,0,0,0,1,0,0,5,2,4,1,7,2,4,2,4,3,2,2,5,3,3,4,2,3,2,5,4,2,0,3,0,2,2,2,1,1,0,1,1,2,1,1,1,2,1,1,4,2,2,10,0,0,1,2,6,7,7,2,2,2,1,2,5,1,1,7,7,3,9,6,2,11,3,7,5,3,8,6,6,8,2,1,2
34.07_-118.47,34.07,-118.47,5,13,12,5,10,14,16,11,11,12,14,11,4,14,3,6,7,12,7,7,12,14,9,10,7,5,9,12,11,6,5,11,8,7,10,8,8,8,8,7,8,10,23,29,15,15,16,25,27,10,10,15,5,3,4,1,9,9,9,6,5,6,3,7,4,11,3,6,6,4,11,18,7,11,9,8,4,10,5,4,10,8,4,7,4
34.08_-118.16,34.08,-118.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,0,0,0,2,2,0,0,1,1,1,5,3,2,0,1,2,0,1,2,3,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
34.08_-118.22,34.08,-118.22,5,14,10,16,9,11,20,11,13,18,11,22,21,10,10,17,8,12,10,13,14,14,15,16,32,28,26,19,13,13,22,14,16,18,31,7,12,14,22,13,8,3,21,12,23,15,17,17,22,26,5,10,4,6,11,10,25,23,32,21,13,12,8,18,14,9,8,62,21,15,17,14,14,14,17,12,29,9,15,9,13,32,28,15,19
